customer_id,tenure_months,contract_type,service_type,monthly_charges,total_charges,payment_method,location_type,num_services,data_usage_gb,support_calls,autopay_enabled,late_payment_count,referral_count,churn
CUST002080,26,One Year,Premium,9424.05,257262.88,Bank Transfer,,3,234.71,0,No,1,0,1
CUST002081,0,Month-to-Month,Standard,5644.99,472.71,Bank Transfer,Urban,3,54.82,1,Yes,1,1,0
CUST002082,1,One Year,Basic,2144.92,1877.33,M-Pesa,Suburban,0,17.49,3,Yes,1,0,0
CUST002083,11,Two Year,Basic,2811.88,34520.98,M-Pesa,Suburban,0,14.43,2,Yes,0,3,0
CUST002084,43,Month-to-Month,Premium,10160.96,433957.35,Credit Card,Rural,1,109.6,1,Yes,1,0,0
CUST002085,13,Month-to-Month,Standard,6375.48,93397.16,Bank Transfer,Urban,1,65.83,5,No,2,1,0
CUST002086,12,Month to Month,Basic,1926.18,22286.53,Bank Transfer,Urban,0,25.76,1,Yes,1,1,1
CUST002087,2,One Year,Basic,2908.18,5890.78,Bank Transfer,Urban,3,11.06,2,No,1,0,0
CUST002088,19,Month-to-Month,Premium,10034.11,212013.81,Debit Card,Urban,1,145.49,1,No,1,0,0
CUST002089,31,Month-to-Month,Premium,15391.72,471734.68,Debit Card,Suburban,0,103.89,7,Yes,2,0,1
CUST002090,8,Month-to-Month,Basic,2853.24,23737.57,Bank Transfer,Urban,1,12.87,2,Yes,2,0,0
CUST002091,26,Two Year,Basic,2326.8,55906.05,M-Pesa,Urban,0,69.02,5,No,1,1,0
CUST002092,60,Month-to-Month,Standard,6086.54,336502.02,MPESA,Urban,0,32.02,0,No,0,1,1
CUST002093,4,Month-to-Month,Standard,5125.09,20762.66,,Urban,1,66.14,3,Yes,0,0,0
CUST002094,13,2-Year,Premium,9995.99,134360.49,M-Pesa,Rural,1,81.65,7,No,0,0,0
CUST002095,6,One Year,Standard,4835.3,30367.58,Bank Transfer,Urban,0,80.4,6,No,1,0,0
CUST002096,28,One Year,Standard,3936.92,119117.56,Bank Transfer,Urban,1,,4,Yes,0,0,0
CUST002097,15,One Year,Standard,5160.51,87220.9,CreditCard,Urban,4,31.03,1,Yes,0,1,0
CUST002098,18,Two Year,Premium,11887.24,197289.89,M-Pesa,Urban,3,108.58,1,No,1,3,0
CUST002099,28,One Year,Standard,5861.56,170005.68,M-Pesa,Urban,1,49.26,3,No,2,1,0
CUST002100,9,24 Months,Basic,2621.25,23188.72,Debit Card,Rural,1,30.87,0,Yes,3,0,0
CUST002101,44,One Year,Basic,2464.96,95092.88,M-Pesa,Rural,1,55.05,1,Yes,2,0,0
CUST002102,13,One Year,Premium,8739.54,112031.14,Cash,Rural,2,11.63,0,Yes,2,1,0
CUST002103,3,Month-to-Month,Standard,4008.85,13075.34,Bank Transfer,Urban,0,51.03,2,Yes,2,1,1
CUST002104,21,Month-to-Month,Standard,4173.65,76580.16,M-Pesa,Suburban,3,238.92,2,No,3,1,1
CUST002105,28,One Year,Standard,3518.97,101670.79,M-Pesa,Urban,2,34.88,3,No,3,1,0
CUST002106,6,Month-to-Month,Basic,2510.22,14654.99,Bank Transfer,Urban,2,18.65,1,True,3,2,1
CUST002107,35,One Year,Basic,2717.82,99520.16,M-Pesa,Suburban,0,57.49,2,Yes,3,2,0
CUST002108,42,Month-to-Month,Basic,1903.37,87648.64,Debit Card,Suburban,1,43.26,3,Yes,1,2,0
CUST002109,5,One Year,Standard,3775.55,19113.61,Credit Card,Urban,2,54.76,5,No,1,1,0
CUST002110,72,Month-to-Month,Standard,4507.18,305431.0,Bank Transfer,Urban,3,67.46,4,Yes,2,2,0
CUST002111,2,One Year,Premium,8460.26,14840.05,Cash,Urban,2,156.5,1,Yes,4,0,1
CUST002112,4,One Year,Premium,9254.38,34671.0,M-Pesa,Urban,3,128.74,0,Yes,0,1,1
CUST002113,3,Month-to-Month,Standard,4292.31,12354.06,Debit Card,Suburban,1,87.42,4,No,0,1,1
CUST002114,40,Month-to-Month,Standard,4519.2,188429.27,Credit Card,Suburban,1,69.13,2,Yes,1,0,0
CUST002115,19,Month-to-Month,Basic,2861.33,52544.38,bank transfer,Rural,0,60.42,2,No,0,0,0
CUST002116,2,Month-to-Month,Basic,2002.25,3887.62,M-Pesa,Urban,3,66.97,1,Yes,0,1,0
CUST002117,10,Monthly,Basic,2678.28,25099.4,Bank Transfer,Suburban,2,6.26,2,Yes,2,0,1
CUST002118,17,Month-to-Month,Standard,5377.5,87657.05,Cash,Urban,0,55.55,2,No,0,1,0
CUST002119,1,Two Year,Basic,2006.31,1865.48,M-Pesa,Urban,1,6.49,2,Yes,1,0,0
CUST002120,38,Month-to-Month,Basic,2726.68,110891.64,M-Pesa,Suburban,3,76.33,1,Yes,0,1,0
CUST002121,29,One Year,Standard,5285.23,175478.91,Bank Transfer,Urban,2,132.72,4,Yes,0,0,0
CUST002122,12,Month-to-Month,Standard,3525.86,45288.66,Bank Transfer,Urban,2,96.53,3,Y,3,1,0
CUST002123,61,One Year,Standard,3706.18,197159.42,Mpesa,Rural,1,160.57,2,Yes,1,2,0
CUST002124,-2,Month-to-Month,Standard,5757.92,53884.41,Credit Card,Urban,1,45.08,2,Yes,0,1,0
CUST002125,72,One Year,Basic,2169.79,165734.14,Cash,Suburban,0,31.56,4,Yes,2,0,1
CUST002126,19,One Year,Basic,2108.26,43400.66,M-Pesa,Suburban,1,26.96,2,Yes,5,1,0
CUST002127,18,One Year,Basic,1718.74,33375.38,Cash,Suburban,0,13.63,1,yes,1,2,0
CUST002128,3,Month-to-Month,Basic,1735.98,5221.04,M-Pesa,Urban,0,9.01,4,Yes,2,0,1
CUST002129,38,One Year,Standard,5893.26,207982.59,M-Pesa,Urban,0,63.8,3,True,2,1,0
CUST002130,10,Month-to-Month,Standard,5987.05,53055.9,mpesa,Suburban,1,51.33,3,Yes,1,0,0
CUST002131,3,Month to Month,Basic,,5984.64,Bank Transfer,Rural,0,,1,Yes,1,0,0
CUST002132,0,Month-to-Month,Standard,4385.38,38.8,Cash,Suburban,3,87.81,1,Yes,2,0,1
CUST002133,14,Month-to-Month,Premium,11663.5,184657.39,M-Pesa,Suburban,0,375.11,2,Yes,2,0,0
CUST002134,13,Month-to-Month,Basic,2435.94,32692.85,Bank_Transfer,Urban,3,8.88,4,1,2,1,0
CUST002135,22,One Year,Basic,2694.96,60608.9,M-Pesa,Suburban,2,27.3,1,Yes,1,0,0
CUST002136,39,Month-to-Month,Standard,3509.85,131819.01,M-Pesa,Urban,4,46.02,4,Yes,1,0,1
CUST002137,1,Month-to-Month,Standard,4850.96,5285.4,Cash,Urban,0,113.51,1,No,0,0,0
CUST002138,23,Month-to-Month,Standard,6112.85,128793.05,Credit Card,Suburban,2,150.53,3,Yes,1,0,0
CUST002139,3,One Year,Standard,4514.7,14511.48,Credit Card,Suburban,1,95.66,5,No,0,0,1
CUST002140,35,One Year,Basic,2589.83,86912.95,Bank_Transfer,Suburban,2,19.81,6,False,2,1,0
CUST002141,30,Month-to-Month,Standard,5473.02,174424.31,M-Pesa,Suburban,0,63.73,2,No,1,1,0
CUST002142,14,One Year,Basic,1728.33,25694.8,M-Pesa,Suburban,2,39.93,1,Yes,4,0,0
CUST002143,22,Month-to-Month,Standard,5824.71,121043.43,M-Pesa,,0,60.05,5,yes,2,1,1
CUST002144,6,Month-to-Month,Premium,7562.63,51287.23,Cash,Rural,4,262.59,2,Yes,0,0,1
CUST002145,11,Month-to-Month,Basic,2591.87,28576.12,Bank Transfer,Suburban,1,8.06,1,No,2,0,0
CUST002146,31,One Year,Basic,2986.45,85851.37,M-Pesa,Rural,1,27.19,2,No,2,0,0
CUST002147,11,1 Year,Basic,2936.97,33991.1,BankTransfer,Urban,1,15.69,2,Yes,1,1,0
CUST002148,7,Month-to-Month,Basic,2700.36,20325.13,Cash,Urban,2,37.01,2,No,1,1,1
CUST002149,12,Month-to-Month,Basic,2301.78,31355.86,Mpesa,Suburban,2,40.19,2,No,2,0,0
CUST002150,31,month-to-month,Standard,5524.47,149334.52,mpesa,Suburban,1,46.08,2,Yes,1,1,0
CUST002151,7,One Year,Premium,10640.54,75376.32,M-Pesa,Urban,2,194.83,1,Yes,1,1,1
CUST002152,3,Two Year,Standard,3525.2,10545.08,Debit Card,Suburban,3,71.73,1,Yes,4,0,0
CUST002153,22,Month-to-Month,Basic,1653.55,34307.23,Credit Card,Rural,0,,4,No,3,0,1
CUST002154,31,Month-to-Month,Basic,2395.59,80229.85,Bank_Transfer,Urban,2,42.36,1,Yes,1,0,0
CUST002155,1,One Year,Basic,,1371.32,M-Pesa,Urban,0,65.22,2,N,2,0,0
CUST002156,4,One Year,Basic,2863.36,10861.6,M-Pesa,Suburban,1,8.99,3,YES,0,0,0
CUST002157,2,Two Year,Standard,4968.99,10731.48,M-Pesa,Rural,0,32.43,4,Yes,1,1,0
CUST002158,7,One Year,Basic,1886.65,13116.5,Cash,Suburban,1,14.98,3,No,0,2,0
CUST002159,10,Two Year,Premium,8969.11,2690.73,Debit Card,Suburban,2,262.59,0,Yes,2,2,0
CUST002160,24,Month-to-Month,Standard,6052.33,162436.65,M-Pesa,Urban,1,77.26,1,Yes,3,1,0
CUST002161,18,Month-to-Month,Standard,6281.58,120897.54,M-Pesa,Urban,0,90.59,6,YES,0,1,1
CUST002162,17,Monthly,Standard,3848.7,66659.51,Debit card,Rural,0,34.99,5,No,0,1,0
CUST002163,7,One Year,Standard,5833.88,42176.54,M-Pesa,Rural,2,37.02,0,Yes,2,0,0
CUST002164,33,Month-to-Month,Standard,,179273.52,M-Pesa,Rural,2,119.53,4,Yes,0,0,0
CUST002165,11,Month-to-Month,Basic,2378.25,26155.26,M-Pesa,Urban,0,21.93,0,No,1,1,1
CUST002166,69,Month-to-Month,Basic,2669.18,197695.72,Bank Transfer,Urban,3,7.26,3,No,1,0,0
CUST002167,18,Month-to-Month,Premium,8114.22,155490.86,Cash,Rural,1,259.09,0,No,2,0,0
CUST002168,2,Two Year,Basic,,3908.01,Mpesa,Rural,3,75.31,2,Yes,1,0,0
CUST002169,20,Month-to-Month,Standard,,78744.04,,Suburban,1,80.24,1,Yes,1,0,1
CUST002170,7,Month-to-Month,Standard,21598.16,129657.07,M-Pesa,Suburban,2,53.42,4,Yes,3,1,0
CUST002171,20,One Year,Basic,1657.62,29859.41,M-Pesa,Suburban,1,54.84,4,No,0,0,0
CUST002172,1,Month-to-Month,Basic,1704.71,1485.97,Debit Card,,1,10.62,6,No,2,0,1
CUST002173,-4,One Year,Basic,2422.35,6599.48,M-Pesa,Suburban,2,35.87,2,Yes,1,1,1
CUST002174,34,One Year,Standard,3817.49,131294.27,M-Pesa,Urban,1,28.01,1,No,0,0,0
CUST002175,4,Two Year,Standard,5210.31,21902.25,Bank Transfer,Urban,1,162.67,1,Yes,1,0,1
CUST002176,32,Two Year,Standard,5264.89,189632.98,,Suburban,2,40.57,3,Yes,3,0,0
CUST002177,5,Month-to-Month,Standard,6211.69,33288.09,M-Pesa,Rural,1,157.42,2,Yes,2,0,0
CUST002178,18,12 Months,Basic,2439.56,37740.28,bank transfer,Suburban,1,63.16,6,Yes,1,0,0
CUST002179,21,Monthly,Standard,6456.76,134319.21,Credit Card,Suburban,1,44.27,1,no,0,3,0
CUST002180,12,Month-to-Month,Standard,3592.98,45387.54,M-Pesa,Suburban,0,59.97,3,No,0,2,0
CUST002181,6,Month-to-Month,Standard,5612.44,31806.99,Cash,Suburban,1,217.28,2,No,0,0,0
CUST002182,4,month-to-month,Standard,3579.44,13754.63,Bank Transfer,Suburban,5,16.18,2,No,1,1,1
CUST002183,0,Two Year,Standard,5688.13,367.76,Debit Card,Suburban,4,147.18,3,No,1,0,0
CUST002184,6,Month-to-Month,Basic,2078.78,10777.75,Bank transfer,Urban,0,,4,No,1,1,0
CUST002185,19,One Year,Standard,5333.92,102550.53,Bank Transfer,Urban,1,24.13,1,No,1,1,0
CUST002186,50,Month-to-Month,Basic,1964.31,107187.12,Cash,Suburban,1,37.38,2,No,0,0,0
CUST002187,36,Month-to-Month,Standard,,155958.75,Bank Transfer,Urban,2,183.22,1,Yes,1,0,0
CUST002188,26,Two Year,Basic,2585.27,59565.87,M-Pesa,Suburban,0,46.27,3,Yes,0,0,0
CUST002189,27,Month-to-Month,Premium,11523.1,343312.45,Bank Transfer,Suburban,0,90.47,2,No,2,1,0
CUST002190,19,1 Year,Standard,4050.75,67203.8,M-Pesa,Suburban,1,27.04,1,Yes,1,0,0
CUST002191,5,Month-to-Month,Standard,6262.11,35293.86,M-Pesa,Rural,1,28.85,2,No,1,0,0
CUST002192,42,Month-to-Month,Standard,3920.55,150648.44,Debit Card,Urban,0,65.24,3,No,1,0,0
CUST002193,19,MTM,Premium,10678.31,179468.77,Bank Transfer,Suburban,1,132.21,5,Yes,0,1,1
CUST002194,14,One Year,Standard,,77883.36,M-Pesa,Urban,1,72.41,7,No,0,1,1
CUST002195,2,Month-to-Month,Basic,1721.06,3280.41,MPESA,Suburban,3,22.05,2,Yes,1,1,0
CUST002196,10,Month-to-Month,Premium,9175.45,87586.28,Bank Transfer,Urban,0,189.18,3,Yes,2,1,0
CUST002197,11,Month to Month,Standard,4512.37,50025.49,M-Pesa,Rural,1,62.05,0,Yes,1,1,1
CUST002198,35,One Year,Standard,4665.43,174701.53,M-Pesa,Urban,1,70.51,5,No,1,1,0
CUST002199,14,One Year,Premium,10765.7,151160.71,,Urban,1,171.36,3,Yes,0,2,1
CUST002200,8,One Year,Basic,2491.78,22798.51,Bank Transfer,Urban,2,16.7,1,No,2,0,1
CUST002201,67,Month-to-Month,Basic,2953.03,180658.95,Mpesa,Suburban,2,7.6,4,No,2,2,0
CUST002202,2,Two Year,Standard,4056.44,7408.41,M-Pesa,Urban,3,57.52,7,Yes,2,0,0
CUST002203,9,One year,Standard,5129.78,49006.49,Debit Card,Urban,2,53.12,2,Yes,1,1,0
CUST002204,0,One Year,Standard,4847.38,34.6,Debit Card,Suburban,1,32.45,2,Yes,1,2,0
CUST002205,24,One Year,Standard,6256.57,135364.22,Bank Transfer,Urban,1,27.52,6,Yes,2,0,1
CUST002206,45,One Year,Standard,3531.86,172877.43,M-Pesa,Urban,1,46.72,5,No,3,1,1
CUST002207,5,Month-to-Month,Standard,6467.51,29681.55,Bank Transfer,Suburban,5,65.99,1,No,1,1,0
CUST002208,35,Two Year,Premium,9398.67,353518.11,Credit Card,Urban,3,172.78,3,Yes,3,0,0
CUST002209,6,Two Year,Basic,2438.31,13342.54,M-Pesa,Urban,1,17.88,2,Yes,1,1,0
CUST002210,43,Month-to-Month,Standard,4580.16,222909.24,Bank transfer,Suburban,4,57.27,1,Yes,2,3,0
CUST002211,25,Month-to-Month,Standard,,142130.57,Credit Card,Suburban,2,95.73,2,Yes,0,3,0
CUST002212,29,Two Year,Standard,5185.96,161659.99,Credit Card,Urban,3,31.4,1,Yes,0,1,0
CUST002213,0,Month-to-Month,Basic,2494.22,396.95,M-Pesa,Suburban,1,24.69,1,Yes,1,0,0
CUST002214,59,Two Year,Basic,2473.36,129407.74,M-Pesa,Suburban,1,52.47,0,1,2,0,0
CUST002215,23,Month-to-Month,Standard,4591.95,91928.1,M-pesa,Rural,2,20.29,3,No,1,1,0
CUST002216,6,Month-to-Month,Basic,19623.23,121213.32,Cash,Rural,5,22.61,1,Yes,1,0,0
CUST002217,31,Month-to-Month,Standard,5923.12,190232.09,M-Pesa,Urban,0,127.1,4,Yes,2,1,0
CUST002218,5,Month-to-Month,Basic,1934.57,10029.09,CREDIT_CARD,Urban,4,36.56,6,Yes,3,1,1
CUST002219,37,Month-to-Month,Standard,6046.79,220789.54,Cash,Suburban,0,43.8,3,Yes,2,3,1
CUST002220,2,Month-to-Month,Standard,5325.93,12040.99,Cash,Suburban,0,,4,Yes,0,0,1
CUST002221,21,One Year,Standard,4561.11,101303.39,M-Pesa,Urban,2,34.22,4,Yes,0,0,0
CUST002222,14,Two Year,Standard,5282.74,64511.31,DebitCard,Suburban,5,153.06,1,No,1,0,0
CUST002223,1,Month-to-Month,Standard,5436.48,5901.31,Bank Transfer,Suburban,5,45.87,2,Yes,2,0,1
CUST002224,4,Month-to-Month,Standard,20887.73,77923.58,Debit Card,Suburban,1,114.11,1,Yes,1,0,0
CUST002225,0,Month-to-Month,Basic,2733.51,290.63,M-Pesa,Rural,0,22.99,2,No,1,0,1
CUST002226,11,Month-to-Month,Basic,1739.63,16605.47,Credit Card,Suburban,2,61.41,4,No,1,0,1
CUST002227,6,Month-to-Month,Premium,16540.45,107182.86,Bank Transfer,Suburban,1,124.42,4,Y,3,2,0
CUST002228,16,Month-to-Month,Standard,4732.52,76691.83,Bank Transfer,Suburban,1,10.24,3,No,0,0,1
CUST002229,6,Month-to-Month,Standard,,38904.55,Credit Card,Rural,1,113.55,2,No,0,3,1
CUST002230,6,Month-to-Month,Basic,,10965.38,,Urban,3,5.22,3,Yes,1,0,0
CUST002231,24,Month-to-Month,Premium,7145.14,186974.31,M-Pesa,Rural,2,229.16,3,Yes,0,0,0
CUST002232,0,1 Year,Standard,5220.03,390.91,Bank Transfer,Urban,1,46.47,6,No,1,0,0
CUST002233,41,Month-to-Month,Premium,8623.33,379276.37,M-Pesa,Suburban,5,108.17,3,False,0,1,0
CUST002234,34,Two Year,Premium,20059.86,731994.47,M-Pesa,Suburban,1,211.05,4,Yes,3,0,0
CUST002235,19,Two Year,Premium,7522.27,130775.94,Cash,Urban,3,265.2,4,Yes,1,1,0
CUST002236,16,Two Year,Premium,7236.51,110729.13,M-Pesa,Urban,1,125.03,0,Yes,0,0,0
CUST002237,40,Two Year,Basic,1567.53,55647.99,M-Pesa,Suburban,0,17.51,5,Yes,3,1,0
CUST002238,3,Month-to-Month,Premium,8084.37,24489.06,M-Pesa,Rural,2,163.65,2,Yes,3,0,0
CUST002239,1,Month-to-Month,Basic,,2330.81,Bank Transfer,Urban,3,43.55,1,No,0,0,0
CUST002240,4,Month-to-Month,Premium,9527.82,35764.0,Debit Card,Urban,1,67.5,3,No,0,1,0
CUST002241,28,One Year,Basic,2025.11,49374.7,M-Pesa,Urban,3,56.35,1,No,4,0,0
CUST002242,0,Two year,Standard,3766.38,185.74,Bank Transfer,Suburban,3,99.78,1,Yes,1,0,1
CUST002243,15,Two Year,Basic,1850.61,28636.92,M-Pesa,Rural,2,7.51,3,Yes,0,0,0
CUST002244,72,Month-to-Month,Standard,4052.44,276457.11,Credit Card,Urban,1,61.63,1,1,0,1,0
CUST002245,34,One Year,Basic,2618.5,84961.86,Bank Transfer,Urban,0,11.86,3,No,1,1,0
CUST002246,13,Month-to-Month,Standard,,73535.91,Credit Card,Suburban,2,108.05,3,No,3,0,0
CUST002247,1,Month-to-Month,Premium,10885.07,11902.71,Debit Card,Urban,1,39.35,3,No,0,1,1
CUST002248,32,One Year,Standard,6407.12,187217.44,Debit Card,Urban,2,53.87,2,Yes,2,0,0
CUST002249,16,MTM,Basic,2826.36,50057.75,Cash,Suburban,1,36.28,0,No,4,2,0
CUST002250,2,Two Year,Standard,4993.41,9421.74,Bank Transfer,Suburban,3,101.19,5,No,0,0,0
CUST002251,1,Month-to-Month,Basic,2122.4,2358.67,Bank_Transfer,Rural,0,21.73,2,No,1,1,0
CUST002252,43,Two Year,Standard,,300538.76,M-Pesa,Rural,0,96.04,2,True,0,2,0
CUST002253,19,Month-to-Month,Premium,10056.13,202339.21,MPESA,Urban,2,115.97,3,No,1,0,1
CUST002254,31,One Year,Standard,4383.2,151969.73,Bank Transfer,Urban,0,91.82,3,No,1,4,0
CUST002255,38,One Year,Basic,2346.7,95785.04,Bank Transfer,Rural,2,38.14,4,No,1,0,0
CUST002256,15,Two Year,Standard,6476.45,86787.19,Mpesa,Urban,1,58.13,4,Yes,2,2,0
CUST002257,13,Month-to-Month,Premium,11247.35,166225.15,M-Pesa,Urban,0,75.92,5,No,2,0,0
CUST002258,10,2-Year,Basic,1921.92,17432.43,Credit Card,Suburban,1,34.61,1,No,2,0,0
CUST002259,6,Month-to-Month,Standard,6358.86,38091.7,M-Pesa,Urban,3,22.1,3,Yes,0,1,1
CUST002260,10,Month-to-Month,Standard,6444.39,62190.98,Bank Transfer,Suburban,4,123.83,1,Yes,3,1,0
CUST002261,26,Month-to-Month,Standard,4193.5,104063.98,Bank Transfer,Rural,1,52.22,8,YES,0,0,1
CUST002262,16,One Year,Premium,11477.96,199273.08,Debit card,Urban,0,233.33,3,Yes,1,1,0
CUST002263,40,Month-to-Month,Basic,2824.8,105906.15,M-Pesa,Suburban,3,18.71,1,Yes,0,1,0
CUST002264,10,One Year,Standard,3619.26,36601.7,M-Pesa,,1,112.08,2,Yes,2,1,0
CUST002265,16,One Year,Standard,5509.07,83824.63,M-Pesa,Rural,0,64.39,1,No,3,1,0
CUST002266,17,Month-to-Month,Basic,1957.92,37213.67,M-Pesa,Suburban,1,30.15,1,YES,4,0,1
CUST002267,16,2 Year,Basic,2511.92,36032.39,M-Pesa,Urban,4,14.89,3,Yes,0,2,0
CUST002268,21,Month-to-Month,Standard,6240.68,118295.78,Credit Card,Urban,1,65.8,2,Yes,2,0,1
CUST002269,4,Two Year,Basic,2248.17,7943.84,Bank Transfer,Urban,3,22.27,0,Yes,1,0,0
CUST002270,12,Month-to-Month,Premium,9072.06,117284.33,Bank Transfer,Urban,0,174.38,2,Yes,1,4,0
CUST002271,1,Month-to-Month,Basic,2882.3,2589.59,Bank Transfer,Urban,2,84.39,6,No,1,1,0
CUST002272,8,Month-to-Month,Basic,2961.17,23924.65,Bank Transfer,Urban,4,37.92,1,True,0,1,0
CUST002273,12,Month-to-Month,Basic,1593.35,20650.53,Cash,Urban,2,43.67,6,Yes,0,0,0
CUST002274,19,Month-to-Month,Basic,2884.27,865.28,CreditCard,Suburban,5,71.27,4,Yes,1,0,0
CUST002275,54,Month-to-Month,Standard,3748.31,228547.89,M-Pesa,Urban,1,117.77,0,Yes,0,2,0
CUST002276,16,Month-to-Month,Standard,4511.86,67512.55,,Rural,2,28.68,2,Yes,0,1,1
CUST002277,24,Month-to-Month,Standard,5787.72,151086.18,M-Pesa,Suburban,3,113.6,0,Yes,0,1,0
CUST002278,12,Month-to-Month,Premium,10885.18,142125.86,Credit Card,Urban,0,131.6,6,No,3,0,0
CUST002279,18,One Year,Standard,5677.47,97544.86,M-Pesa,Urban,0,76.23,4,No,3,0,1
CUST002280,1,1 Year,Basic,18344.73,18623.1,Bank Transfer,Rural,2,35.52,2,0,0,2,1
CUST002281,5,Two Year,Premium,7664.83,39828.42,M-pesa,Urban,1,136.13,2,Yes,2,1,1
CUST002282,8,One Year,Standard,6308.65,49190.6,M-Pesa,Urban,3,41.96,3,Yes,2,0,0
CUST002283,11,One Year,Standard,3744.38,39432.15,M-Pesa,Urban,1,40.32,1,No,2,0,0
CUST002284,0,One Year,Standard,3735.64,452.69,Cash,Suburban,1,41.82,2,Yes,0,2,1
CUST002285,2,Month-to-Month,Basic,2753.47,5014.5,M-Pesa,Suburban,3,63.39,3,No,2,0,0
CUST002286,5,One Year,Premium,10206.33,55546.94,Debit Card,Urban,0,492.88,2,No,0,1,1
CUST002287,64,Month-to-Month,Basic,2027.48,118225.69,Debit Card,Urban,0,80.75,1,No,0,1,0
CUST002288,7,Two Year,Standard,3997.13,29659.71,M-Pesa,Urban,1,82.74,3,No,0,0,0
CUST002289,11,One Year,Basic,2826.26,29108.13,M-Pesa,Urban,1,21.58,7,Yes,1,2,0
CUST002290,3,Month-to-Month,Standard,6465.61,21883.77,Debit Card,Urban,0,58.5,2,No,1,0,1
CUST002291,16,One Year,Standard,3649.92,60244.85,Bank Transfer,Urban,0,95.04,1,Yes,0,0,0
CUST002292,5,Month-to-Month,Basic,2331.17,11773.05,M-Pesa,Suburban,1,73.34,4,No,0,0,1
CUST002293,4,Month-to-Month,Standard,4283.91,16082.8,Cash,Suburban,0,41.49,1,Yes,0,1,0
CUST002294,13,Month-to-Month,Standard,5997.16,78165.74,M-Pesa,Suburban,2,20.92,2,Yes,2,3,0
CUST002295,0,One Year,Standard,4538.22,151.33,M-Pesa,Suburban,1,49.34,3,Yes,0,0,1
CUST002296,0,One year,Standard,5643.89,141.6,M-Pesa,Urban,2,45.15,1,No,0,0,1
CUST002297,4,One Year,Standard,5118.57,19215.32,,Urban,1,141.1,2,No,0,1,1
CUST002298,0,Month-to-Month,Basic,2312.29,480.32,M-Pesa,Suburban,1,15.51,2,Yes,2,0,0
CUST002299,2,Month-to-Month,Standard,6074.0,12030.92,Debit Card,Suburban,3,21.29,2,No,0,1,0
CUST002300,7,One Year,Standard,4911.21,33351.47,M-Pesa,Rural,0,70.55,3,Yes,2,1,0
CUST002301,29,Month-to-Month,Standard,6036.8,189381.9,M-Pesa,Rural,2,66.84,0,Yes,1,2,0
CUST002302,15,One Year,Premium,8817.13,139942.07,Credit Card,Urban,0,103.18,3,No,1,0,0
CUST002303,12,Month-to-Month,Basic,1762.17,22186.18,Credit Card,Urban,3,7.46,1,Yes,2,0,1
CUST002304,6,month-to-month,Basic,,13514.66,M-Pesa,Urban,1,9.19,3,No,1,1,0
CUST002305,48,Month-to-Month,Basic,2247.53,95905.64,Bank Transfer,Suburban,2,57.26,2,Yes,0,1,1
CUST002306,9,One Year,Basic,2217.57,19303.0,Bank Transfer,Suburban,0,12.4,4,No,3,2,0
CUST002307,1,Month-to-Month,Basic,2712.5,3038.95,Bank Transfer,Rural,3,,2,Yes,0,0,1
CUST002308,17,Month-to-Month,Premium,9823.39,190026.86,Bank Transfer,Suburban,1,109.79,4,No,0,0,0
CUST002309,2,Monthly,Basic,2832.67,5550.91,Debit Card,Suburban,3,,2,No,3,2,0
CUST002310,7,Month-to-Month,Standard,5042.56,30014.38,Debit Card,Urban,2,58.11,2,No,3,0,0
CUST002311,12,Month-to-Month,Basic,1837.07,22040.4,Debit Card,Suburban,1,30.72,2,Yes,4,0,0
CUST002312,37,Month-to-Month,Standard,3888.49,132098.38,M-pesa,Urban,2,36.79,4,Yes,1,0,0
CUST002313,12,One Year,Premium,,123365.48,M-Pesa,Urban,0,260.73,3,No,2,5,0
CUST002314,21,Month-to-Month,Basic,1584.26,31111.51,M-Pesa,Urban,0,,1,No,2,2,0
CUST002315,72,12 Months,Premium,7588.05,484487.5,Debit Card,Rural,0,107.49,5,Yes,2,1,0
CUST002316,2,One Year,Premium,7318.29,12642.48,M-Pesa,Rural,4,89.59,4,Yes,2,0,0
CUST002317,5,Month-to-Month,Standard,4771.2,23460.25,M-Pesa,Suburban,2,138.46,2,No,0,0,1
CUST002318,9,Month-to-Month,Basic,2298.92,19216.44,Cash,Urban,3,4.27,1,No,1,1,1
CUST002319,9,Two Year,Standard,3559.62,29693.4,M-Pesa,Suburban,3,71.47,2,yes,1,0,0
CUST002320,9,Month-to-Month,Premium,9577.93,79000.69,M-Pesa,Urban,1,61.42,4,Yes,3,0,1
CUST002321,42,Month-to-Month,Basic,2090.64,87718.37,Debit Card,Urban,1,25.71,2,No,0,3,0
CUST002322,22,Month-to-Month,Standard,5820.94,137020.71,M-Pesa,Urban,1,40.59,2,Yes,1,0,0
CUST002323,16,One Year,Basic,2744.93,45986.31,Debit Card,Rural,2,92.51,4,No,1,0,0
CUST002324,6,One Year,Basic,,17329.94,M-Pesa,Suburban,1,22.95,4,No,2,1,0
CUST002325,31,Two Year,Premium,9367.48,326458.66,M-Pesa,Urban,0,368.98,3,No,0,1,0
CUST002326,55,2-Year,Standard,4148.45,222506.43,M-Pesa,Rural,1,36.48,0,No,0,0,0
CUST002327,30,Month-to-Month,Basic,2770.67,90924.65,Debit Card,Urban,3,16.34,4,Yes,1,1,0
CUST002328,0,Month-to-Month,Standard,4525.01,61.41,CREDIT_CARD,Suburban,1,42.09,4,No,1,1,1
